srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,sload,dload,spkts,dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,sjit,djit,stime,ltime,sintpkt,dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.0,47439,149.171.126.12,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223917,1424223917,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,17,17,18,18,17,9,18,4,1
59.166.0.1,9597,149.171.126.8,9365,tcp,FIN,0.019304,3182,39076,31,29,7,20,-,1293410.75,15894323.0,52,54,255,255,3931478117,3931800289,61,724,0,0,19.897146,19.628536,1424222421,1424222421,0.371373,0.352528,0.000734,0.00061,0.000124,0,0,0.0,0,-1,4,3,4,3,1,1,3,0,0
59.166.0.4,30218,149.171.126.6,31715,tcp,FIN,0.029048,2542,23354,31,29,7,14,-,682732.0625,6278711.0,40,42,255,255,2884888765,735639378,64,556,0,0,54.390713,52.147894,1421962302,1421962302,0.7555,0.7103,0.000774,0.000625,0.000149,0,0,0.0,0,0,8,6,2,2,1,1,1,0,0
59.166.0.9,18065,149.171.126.9,53,udp,CON,0.001069,132,164,31,29,0,0,dns,493919.5625,613657.625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421963695,1421963695,0.012,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,2,4,4,1,1,1,0,0
59.166.0.0,46198,149.171.126.8,32438,tcp,FIN,0.036887,2974,30506,31,29,7,18,-,631767.25,6483801.5,48,50,255,255,2443541529,294228598,62,610,0,0,58.02102,55.570198,1424220310,1424220310,0.812511,0.74198,0.000643,0.000525,0.000118,0,0,0.0,0,-1,5,12,7,3,1,1,3,0,0
59.166.0.5,41337,149.171.126.5,39358,tcp,FIN,0.016661,2958,32650,31,29,7,18,-,1391033.0,15363784.0,48,50,255,255,2773722899,2785441835,62,653,0,0,19.992786,18.288794,1424237684,1424237684,0.354239,0.328061,0.000704,0.000583,0.000121,0,0,0.0,0,-1,2,5,2,2,1,1,2,0,0
59.166.0.5,11683,149.171.126.4,11412,tcp,FIN,0.138944,2974,32564,31,29,7,18,-,167722.25,1837459.75,48,50,255,255,3754008723,3754331257,62,651,0,0,171.779989,171.6239,1421956462,1421956462,2.949511,2.823123,0.000736,0.000601,0.000135,0,0,0.0,0,0,2,9,3,3,1,1,1,0,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252945,1424252945,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,40,40,40,40,40,22,40,0,0
175.45.176.3,47439,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232229,1424232229,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,32,32,33,32,32,13,32,4,1
59.166.0.0,54776,149.171.126.3,61009,tcp,FIN,0.016848,2974,31400,31,29,7,18,-,1383190.875,14611586.0,48,50,255,255,4212155325,2076118797,62,628,0,0,0.0,19.203756,1421939093,1421939093,0.351426,0.332816,0.000673,0.000536,0.000137,0,0,0.0,0,0,4,11,3,7,1,1,1,0,0
59.166.0.9,21118,149.171.126.9,36214,udp,CON,0.001702,536,304,31,29,0,0,-,1889541.625,1071680.375,4,4,0,0,0,0,134,76,0,0,0.627911,0.285438,1424246851,1424246851,0.447,0.207333,0.0,0.0,0.0,0,0,0.0,0,-1,8,4,3,6,1,1,5,0,0
59.166.0.6,26876,149.171.126.0,24914,tcp,FIN,0.078892,3302,35742,31,29,7,21,-,328651.8125,3559701.75,54,56,255,255,4025180910,4051525498,61,638,0,0,0.0,82.656436,1421960726,1421960726,1.482509,1.4242,0.000684,0.000558,0.000126,0,0,0.0,0,0,9,6,3,2,1,1,1,0,0
59.166.0.6,53981,149.171.126.0,32086,tcp,FIN,0.027893,3926,54286,31,29,7,27,-,1109095.5,15340910.0,66,68,255,255,2629333749,2629640319,59,798,0,0,22.140504,21.826838,1421952878,1421952878,0.424246,0.406821,0.000777,0.000626,0.000151,0,0,0.0,0,0,10,8,3,7,1,1,1,0,0
59.166.0.9,55578,149.171.126.6,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421940591,1421940591,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,2,6,2,3,1,1,1,0,0
59.166.0.8,4426,149.171.126.8,1915,tcp,FIN,0.018039,2542,22128,31,29,7,14,-,1099395.75,9580132.0,40,42,255,255,4239852593,4240114329,64,527,0,0,28.429219,26.597344,1424250149,1424250149,0.454359,0.426024,0.000695,0.000569,0.000126,0,0,0.0,0,-1,2,5,2,2,1,1,1,0,0
59.166.0.5,49711,149.171.126.2,25,tcp,FIN,0.030708,37998,3380,31,29,19,8,smtp,9716035.0,859710.8125,54,42,255,255,4070737828,4071818589,704,80,0,0,35.085097,1.673444,1424240492,1424240492,0.573,0.735854,0.000756,0.000535,0.000221,0,0,0.0,0,-1,1,2,6,4,1,1,2,0,0
149.171.126.18,47439,175.45.176.1,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424237815,1424237815,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,15,15,13,13,13,13,15,0,0
59.166.0.9,58454,149.171.126.8,53,udp,CON,0.001081,132,164,31,29,0,0,dns,488436.6563,606845.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421953729,1421953729,0.011,0.005,0.0,0.0,0.0,0,0,0.0,0,0,4,3,2,7,1,1,1,0,0
59.166.0.9,62132,149.171.126.6,62285,tcp,FIN,0.039024,2750,27344,31,29,7,16,-,551045.5,5483805.0,44,46,255,255,883184261,883437156,63,594,0,0,63.433389,61.860037,1424242030,1424242030,0.90014,0.856022,0.000614,0.0005,0.000114,0,0,0.0,0,-1,6,9,5,3,1,1,2,0,0
59.166.0.6,50651,149.171.126.9,53,udp,CON,0.001132,146,178,31,29,0,0,dns,515901.0625,628975.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424245839,1424245839,0.008,0.006,0.0,0.0,0.0,0,0,0.0,0,-1,1,3,2,1,1,1,1,0,0
59.166.0.9,61630,149.171.126.2,58540,tcp,FIN,0.046989,3078,32564,31,29,7,18,-,513652.125,5433271.5,50,50,255,255,1231867866,3377583461,62,651,0,0,72.416516,2.248814,1424248856,1424248856,0.952592,0.932837,0.001398,0.001271,0.000127,0,0,0.0,0,-1,4,6,9,3,1,1,1,0,0
59.166.0.1,14357,149.171.126.8,53,udp,CON,0.00114,146,178,31,29,0,0,dns,512280.7188,624561.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252463,1424252463,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,-1,1,2,3,1,1,1,1,0,0
59.166.0.9,1687,149.171.126.6,42265,tcp,FIN,0.223404,424,8824,31,29,1,4,ftp-data,13285.34863,289663.5625,8,12,255,255,2879605062,836222652,53,735,0,0,2168.517942,1725.341834,1424252280,1424252281,31.869714,20.263454,0.000651,0.000501,0.00015,0,0,0.0,0,-1,3,3,4,4,1,1,4,0,0
59.166.0.1,49164,149.171.126.7,50364,tcp,FIN,0.045033,2646,23636,31,29,7,15,-,458863.5,4103479.75,42,44,255,255,3672471261,3672780876,63,537,0,0,69.774411,67.504096,1421961774,1421961774,1.090488,1.033698,0.00071,0.000576,0.000134,0,0,0.0,0,0,3,4,2,3,1,1,1,0,0
59.166.0.7,40526,149.171.126.6,21,tcp,FIN,0.529617,2934,3738,31,29,11,15,ftp,43472.92188,55421.17969,52,54,255,255,1140599818,1141629113,56,69,0,0,1124.062646,42.939621,1424239822,1424239822,10.801959,9.983302,0.000623,0.000499,0.000124,0,0,0.0,1,1,1,1,5,9,1,1,5,0,0
59.166.0.2,32061,149.171.126.4,143,tcp,FIN,2.126912,7814,16912,31,29,30,32,-,29150.24023,63107.44922,122,126,255,255,2170025759,2226204030,64,134,0,0,1215.125527,1197.170622,1421927679,1421927682,17.574776,17.010848,0.000696,0.000552,0.000144,0,0,0.0,0,0,3,8,2,2,1,1,1,0,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424252383,1424252383,0.004,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,10,10,10,10,10,10,10,4,1
149.171.126.15,1043,175.45.176.3,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424244473,1424244473,0.009,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,15,15,15,15,15,15,15,0,0
59.166.0.1,24283,149.171.126.3,53,udp,CON,0.00116,146,178,31,29,0,0,dns,503448.2813,613793.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261623,1424261623,0.009,0.002,0.0,0.0,0.0,0,0,0.0,0,-1,1,4,4,1,1,1,1,0,0
59.166.0.4,4703,149.171.126.8,2826,tcp,FIN,0.066021,2854,31142,31,29,7,17,-,338316.5938,3695066.5,46,48,255,255,553880703,569795452,62,649,0,0,82.479839,80.787716,1424243822,1424243822,1.459778,1.393213,0.000645,0.000536,0.000109,0,0,0.0,0,-1,7,5,4,5,1,1,1,0,0
59.166.0.3,43766,149.171.126.0,46896,tcp,FIN,0.223501,424,8824,31,29,1,4,ftp-data,13279.58301,289537.8438,8,12,255,255,46666198,406001655,53,735,0,0,2129.196686,1683.094552,1421935236,1421935236,31.885427,20.267273,0.000691,0.000559,0.000132,0,0,0.0,0,0,3,3,5,4,1,1,4,0,0
59.166.0.5,52788,149.171.126.7,80,tcp,FIN,0.003958,1056,824,31,29,2,2,http,1867610.0,1499747.375,8,10,255,255,2143222639,4293866746,132,82,1,83,32.274251,0.664937,1421971149,1421971149,0.510714,0.379444,0.000673,0.000538,0.000135,0,0,1.0,0,0,2,4,3,9,1,1,3,0,0
59.166.0.0,54839,149.171.126.2,80,tcp,FIN,1.009116,1684,10168,31,29,3,5,http,12398.9707,76137.92188,14,18,255,255,3068879755,3066146258,120,565,1,3924,8774.209617,7683.238562,1421962080,1421962081,77.597695,59.328706,0.000664,0.000527,0.000137,0,0,1.0,0,0,1,3,2,1,1,1,1,0,0
59.166.0.7,13860,149.171.126.6,6881,tcp,FIN,0.264928,1540,1644,31,29,4,4,-,43604.29688,46895.75781,16,18,255,255,147665095,2330552681,96,91,0,0,1089.342191,30.358266,1421951324,1421951324,17.640867,15.521294,0.001211,0.001056,0.000155,0,0,0.0,0,0,7,4,1,5,1,1,1,0,0
59.166.0.4,28804,149.171.126.8,57864,tcp,FIN,0.008941,2230,13968,31,29,7,11,-,1937143.375,12150766.0,34,36,255,255,4218086191,2068804349,66,388,0,0,15.345079,14.457281,1421960815,1421960815,0.260212,0.244882,0.000763,0.000605,0.000158,0,0,0.0,0,0,8,2,2,1,1,1,1,0,0
149.171.126.18,47439,175.45.176.3,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231554,1424231554,0.008,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,36,36,36,36,36,19,36,0,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424225526,1424225526,0.004,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,16,16,8,8,8,8,16,0,0
59.166.0.4,50818,149.171.126.0,29438,tcp,FIN,0.062519,2854,31298,31,29,7,17,-,357267.4063,3917913.0,46,46,255,255,3547821156,3586208740,62,680,0,0,79.174232,79.537478,1421949264,1421949264,1.382222,1.376422,0.001517,0.000575,0.000942,0,0,0.0,0,0,7,6,4,4,1,1,1,0,0
59.166.0.0,5356,149.171.126.8,53,udp,CON,0.001037,146,178,31,29,0,0,dns,563163.0,686595.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421944728,1421944728,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,3,2,2,1,1,1,0,0
59.166.0.6,26503,149.171.126.0,53,udp,CON,0.001523,146,178,31,29,0,0,dns,383453.7188,467498.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421929288,1421929288,0.007,0.006,0.0,0.0,0.0,0,0,0.0,0,0,4,5,5,2,1,1,1,0,0
59.166.0.4,26117,149.171.126.2,25,tcp,FIN,0.02154,37210,3380,31,29,18,8,smtp,13554318.0,1225626.75,52,42,255,255,3395510243,3396532989,716,80,0,0,22.796296,0.846531,1424221836,1424221836,0.42418,0.513146,0.000608,0.000497,0.000111,0,0,0.0,0,-1,1,1,1,3,1,1,4,0,0
59.166.0.0,42343,149.171.126.3,53,udp,CON,0.001073,146,178,31,29,0,0,dns,544268.375,663560.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421961602,1421961602,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0,0,1,4,1,1,1,1,1,0,0
175.45.176.3,1043,149.171.126.18,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233567,1424233567,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,29,29,25,25,25,25,29,4,1
59.166.0.1,60039,149.171.126.8,25,tcp,FIN,0.022342,37446,3380,31,29,18,8,smtp,13150479.0,1181631.0,52,42,255,255,3634450519,3635511130,720,80,0,0,23.397177,0.937705,1421966584,1421966584,0.431098,0.532634,0.000634,0.000499,0.000135,0,0,0.0,0,0,1,2,1,5,1,1,1,0,0
59.166.0.0,19973,149.171.126.5,53,udp,CON,0.00103,146,178,31,29,0,0,dns,566990.25,691262.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424231897,1424231897,0.006,0.007,0.0,0.0,0.0,0,0,0.0,0,-1,2,2,1,2,1,1,1,0,0
59.166.0.6,29753,149.171.126.0,30857,tcp,FIN,0.074377,320,1882,31,29,1,2,ftp-data,28718.55469,177151.5313,6,8,255,255,1166208710,1900004208,53,235,0,0,1038.459824,25.530072,1421928026,1421928026,14.8144,10.554714,0.000621,0.00049,0.000131,0,0,0.0,0,0,6,6,1,1,1,1,1,0,0
59.166.0.6,1182,149.171.126.3,21,tcp,FIN,0.022617,2934,3742,31,29,11,15,ftp,1017995.375,1299199.75,52,54,255,255,1037499901,3183935676,56,69,0,0,30.660722,0.733682,1421951837,1421951837,0.437275,0.416415,0.000685,0.000542,0.000143,0,0,0.0,1,1,1,2,10,5,1,1,4,0,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260994,1424260994,0.001,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,33,33,17,18,17,17,33,4,1
59.166.0.4,31423,149.171.126.5,53,udp,CON,0.002384,132,164,31,29,0,0,dns,221476.5156,275167.7813,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424244482,1424244482,0.01,0.001,0.0,0.0,0.0,0,0,0.0,0,-1,2,3,4,6,1,1,1,0,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254651,1424254651,0.002,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,15,15,15,15,15,15,15,0,0
59.166.0.8,1691,149.171.126.5,80,tcp,FIN,1.033861,1580,10168,31,29,3,5,http,11212.33887,74315.59375,12,18,255,255,2723643307,2740886259,132,565,0,0,9533.266881,7678.20847,1424241496,1424241497,93.954817,60.78341,0.00066,0.000539,0.000121,0,0,0.0,0,-1,3,1,3,1,1,1,2,0,0
59.166.0.0,8727,149.171.126.5,47327,tcp,FIN,0.137783,8928,424,31,29,4,1,ftp-data,481394.625,21541.11719,14,8,255,255,532487431,3053413172,638,53,0,0,1231.325417,47.580273,1424246253,1424246253,11.481917,19.591572,0.000634,0.000483,0.000151,0,0,0.0,0,-1,1,1,2,3,1,1,3,0,0
59.166.0.4,3328,149.171.126.1,53,udp,CON,0.000995,146,178,31,29,0,0,dns,586934.6875,715577.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421958040,1421958040,0.004,0.011,0.0,0.0,0.0,0,0,0.0,0,0,3,3,9,5,1,1,4,0,0
59.166.0.3,65326,149.171.126.9,18045,udp,CON,0.001664,544,304,31,29,0,0,-,1961538.5,1096153.875,4,4,0,0,0,0,136,76,0,0,0.611412,0.284257,1421964988,1421964988,0.436333,0.204,0.0,0.0,0.0,0,0,0.0,0,0,13,12,4,9,1,1,3,0,0
59.166.0.4,49729,149.171.126.0,53,udp,CON,0.000949,130,162,31,29,0,0,dns,547945.1875,682824.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421946723,1421946723,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0,0,2,1,3,2,1,1,1,0,0
59.166.0.5,2005,149.171.126.1,40614,tcp,FIN,0.045532,320,1846,31,29,1,2,ftp-data,46912.0625,283932.1875,6,8,255,255,4146743973,4151451921,53,231,0,0,630.789402,15.456096,1424228126,1424228126,9.0444,6.436571,0.000605,0.000471,0.000134,0,0,0.0,0,-1,3,3,2,3,1,1,5,0,0
175.45.176.0,0,149.171.126.19,0,ospf,INT,17.781,5984,0,254,0,0,0,-,2569.934082,0.0,22,0,0,0,0,0,272,0,0,0,1094.3595,0.0,1424239668,1424239686,846.714313,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,1,1,2,2,1,1,3,1,1
59.166.0.9,36906,149.171.126.5,53,udp,CON,0.00124,146,178,31,29,0,0,dns,470967.75,574193.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421967403,1421967403,0.01,0.009,0.0,0.0,0.0,0,0,0.0,0,0,2,2,1,1,1,1,1,0,0
59.166.0.4,56387,149.171.126.3,5190,tcp,FIN,0.004432,1470,1728,31,29,5,4,-,2534296.0,2897111.75,22,14,255,255,1709204544,3854874080,67,123,0,0,12.925283,0.370384,1421945098,1421945098,0.211048,0.284692,0.00075,0.000591,0.000159,0,0,0.0,0,0,14,32,28,18,4,4,10,0,0
59.166.0.4,27494,149.171.126.9,21,tcp,FIN,1.251736,2934,3738,31,29,11,15,ftp,18393.6543,23449.0332,52,54,255,255,1746363719,1749139166,56,69,0,0,2236.45491,70.059602,1421945023,1421945025,24.537529,23.607246,0.000724,0.000548,0.000176,0,0,0.0,1,2,5,5,7,8,5,5,5,0,0
59.166.0.6,46723,149.171.126.8,53,udp,CON,0.001052,146,178,31,29,0,0,dns,555133.0625,676806.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421956200,1421956200,0.012,0.006,0.0,0.0,0.0,0,0,0.0,0,0,8,5,1,1,1,1,1,0,0
59.166.0.3,62740,149.171.126.8,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934867,1421934867,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,4,4,3,1,1,1,0,0
59.166.0.1,56640,149.171.126.4,53,udp,CON,0.000989,146,178,31,29,0,0,dns,590495.5,719919.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424238623,1424238623,0.009,0.002,0.0,0.0,0.0,0,0,0.0,0,-1,1,1,4,2,1,1,2,0,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253104,1424253104,0.008,0.0,0.0,0.0,0.0,0,0,0.0,0,-1,15,15,13,13,13,13,15,0,0
59.166.0.3,11792,149.171.126.1,11996,tcp,FIN,0.059984,3302,37798,31,29,7,21,-,432248.625,4951187.0,54,56,255,255,1795760550,3945661141,61,675,0,0,71.95215,69.566327,1424230556,1424230556,1.147558,1.079255,0.000741,0.000616,0.000125,0,0,0.0,0,-1,3,5,5,5,1,1,2,0,0
59.166.0.6,17044,149.171.126.4,80,tcp,FIN,1.593186,1684,10168,31,29,3,5,http,7853.445801,48225.37891,14,18,255,255,1552858218,1553848533,120,565,1,3924,11468.63412,10037.91896,1421951917,1421951918,122.523236,93.686824,0.000658,0.000506,0.000152,0,0,1.0,0,0,1,2,2,4,1,1,1,0,0
59.166.0.5,50981,149.171.126.7,53,udp,CON,0.001043,146,178,31,29,0,0,-,559923.3125,682646.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421934723,1421934723,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,11,15,7,2,1,1,2,0,0
59.166.0.3,4440,149.171.126.3,143,tcp,FIN,0.088757,7806,15226,31,29,30,32,-,697905.5,1361560.25,122,126,255,255,4249455457,4250501694,64,121,0,0,73.368119,70.364556,1421933030,1421933030,0.730661,0.705912,0.000656,0.000512,0.000144,0,0,0.0,0,0,9,10,2,2,1,1,1,0,0
59.166.0.4,44874,149.171.126.1,5190,tcp,FIN,0.009039,2054,2478,31,29,6,6,-,1735590.25,2102002.5,22,24,255,255,2486277776,336998909,93,103,0,0,32.795156,25.668789,1424226928,1424226928,0.414238,0.366739,0.000721,0.000596,0.000125,0,0,0.0,0,-1,7,7,5,1,1,1,2,0,0
59.166.0.2,24648,149.171.126.8,22,tcp,FIN,0.017785,3728,5474,31,29,7,7,ssh,1624740.0,2359741.5,32,24,255,255,662393557,662691872,117,228,0,0,67.599172,2.551288,1424239667,1424239667,0.57371,0.742087,0.000719,0.000589,0.00013,0,0,0.0,0,-1,1,1,2,4,1,1,3,0,0
59.166.0.9,20160,149.171.126.5,33807,tcp,FIN,0.027947,2230,14994,31,29,7,11,-,619744.5625,4173042.0,34,36,255,255,2537994568,392904062,66,417,0,0,58.450777,55.203326,1424225486,1424225486,0.837273,0.781457,0.000738,0.000588,0.00015,0,0,0.0,0,-1,8,3,1,8,1,1,1,0,0
175.45.176.2,0,149.171.126.17,0,sm,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258831,1424258831,0.009,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,6,6,2,4,2,2,6,3,1
59.166.0.9,62045,149.171.126.1,19722,tcp,FIN,0.0219,2974,33374,31,29,7,18,-,1064109.625,11947763.0,48,50,255,255,380359029,380611192,62,667,0,0,31.719564,30.726612,1424227730,1424227730,0.459277,0.444646,0.000697,0.000552,0.000145,0,0,0.0,0,-1,10,2,2,8,1,1,2,0,0
59.166.0.9,5730,149.171.126.1,1684,tcp,FIN,0.057958,5486,95164,31,29,7,42,-,749370.25,13001553.0,96,98,255,255,924682755,925020935,57,971,0,0,37.75089,37.343387,1424259868,1424259868,0.606768,0.597167,0.000748,0.000621,0.000127,0,0,0.0,0,-1,3,3,1,2,1,1,4,0,0
59.166.0.7,47142,149.171.126.4,53,udp,CON,0.001031,146,178,31,29,0,0,dns,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421958420,1421958420,0.001,0.009,0.0,0.0,0.0,0,0,0.0,0,0,2,2,2,2,1,1,2,0,0
59.166.0.3,45497,149.171.126.1,143,tcp,FIN,0.771981,7814,14508,31,29,30,32,-,80312.85938,149153.9375,122,126,255,255,738629508,2889679109,64,115,0,0,397.937389,394.556,1421928554,1421928555,6.377199,6.171736,0.000645,0.000513,0.000132,0,0,0.0,0,0,2,2,3,2,1,1,1,0,0
59.166.0.7,36479,149.171.126.6,53,udp,CON,0.001009,130,162,31,29,0,0,dns,515361.75,642220.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421953767,1421953767,0.002,0.007,0.0,0.0,0.0,0,0,0.0,0,0,5,2,3,4,1,1,2,0,0
59.166.0.9,38478,149.171.126.7,53,udp,CON,0.001104,146,178,31,29,0,0,dns,528985.5,644927.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223538,1424223538,0.01,0.005,0.0,0.0,0.0,0,0,0.0,0,-1,4,7,4,4,2,1,2,0,0
59.166.0.1,11378,149.171.126.1,39724,tcp,FIN,0.29526,4360,2976,31,29,7,7,-,113608.3438,77761.96875,26,28,255,255,4152403653,2010106931,168,106,0,0,714.820644,18.687744,1421934769,1421934770,11.79536,10.917741,0.000609,0.000477,0.000132,0,0,0.0,0,0,12,8,3,5,1,1,1,0,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261716,1424261716,0.008,0.0,0.0,0.0,0.0,0,2,0.0,0,-1,16,16,18,16,16,16,16,4,1
59.166.0.1,49291,149.171.126.7,80,tcp,FIN,0.060995,1040,822,31,29,2,2,http,119354.0391,97057.13281,8,10,255,255,2655323745,533198962,130,82,1,82,681.950745,17.044396,1421967144,1421967144,8.662285,6.722333,0.000613,0.00049,0.000123,0,0,1.0,0,0,1,1,3,5,1,1,1,0,0
59.166.0.4,32829,149.171.126.2,25,tcp,FIN,0.082319,37518,3380,31,29,18,8,smtp,3576039.5,320703.5938,52,42,255,255,3240426006,1091915268,722,80,0,0,123.961897,4.386055,1421936153,1421936153,1.607176,1.994268,0.000719,0.000551,0.000168,0,0,0.0,0,0,1,1,3,3,1,1,1,0,0
59.166.0.7,22117,149.171.126.4,17117,tcp,FIN,0.011596,2230,13968,31,29,7,11,-,1493618.5,9368748.0,34,36,255,255,1186414657,1186669421,66,388,0,0,19.1622,18.03405,1421960356,1421960356,0.341758,0.316286,0.000671,0.000514,0.000157,0,0,0.0,0,0,7,10,3,2,1,1,1,0,0
59.166.0.5,44169,149.171.126.1,6427,tcp,FIN,0.119884,4014,59460,31,29,7,28,-,263921.7813,3911180.75,68,70,255,255,2623937146,2650054704,59,849,0,0,93.739251,91.531089,1424220396,1424220396,1.811818,1.730029,0.000632,0.00051,0.000122,0,0,0.0,0,-1,7,8,5,4,1,1,3,0,0
59.166.0.0,6185,149.171.126.1,32786,tcp,FIN,0.015915,2854,29168,31,29,7,17,-,1403455.75,14356770.0,46,48,255,255,1522797600,3672696139,62,608,0,0,20.196989,19.218541,1424233738,1424233738,0.346911,0.325809,0.000741,0.000593,0.000148,0,0,0.0,0,-1,3,2,2,3,1,1,1,0,0
175.45.176.0,52586,149.171.126.14,110,tcp,FIN,1.959756,1562,132620,62,252,7,57,pop3,6192.607422,536789.25,34,118,255,255,4013161801,3400496235,46,1124,0,0,2859.247681,1516.254289,1424244132,1424244134,59.386545,15.902616,0.131686,0.070471,0.061215,0,1,0.0,0,-1,1,1,3,1,1,1,1,1,1
59.166.0.2,33285,149.171.126.1,16150,udp,CON,0.001744,536,304,31,29,0,0,-,1844036.75,1045871.563,4,4,0,0,0,0,134,76,0,0,0.63239,0.294399,1421944837,1421944837,0.449667,0.213667,0.0,0.0,0.0,0,0,0.0,0,0,5,6,5,5,1,1,5,0,0
